texto,nota,data,app
"O aplicativo em si é muito bom mais acho meio limitado para as pessoas que não querem gastar o dinheiro no app,pois quando vc usa um recurso pela primeira vez é muito bom mais daí só dá para usar o mesmo recurso se pagar algo,fazendo oque o torna limitado.",3,2024-11-25 17:02:20,Quizlet
Me ajuda muito.,5,2024-11-25 16:56:43,Quizlet
"Incrível, eu consigo aprender muito melhor dessa maneira, é um aplicativo muito bem recomendado e incrível, eu estou sem palavras como estou mais concentrada nos estudos! 🤍",5,2024-11-25 16:41:59,Quizlet
Ótimos para estudos,5,2024-11-25 16:35:38,Quizlet
o defeito é esses planos caríssimos msm só p fazer exercício de memorização,4,2024-11-25 15:19:31,Quizlet
"GEEENTE, como eu não conhecia o Quizlet antes!?!?!? PELO AMOR DE DEUS , ele é não só bom com ÓTIMO, ❤️❤️❤️ amei",5,2024-11-25 15:13:21,Quizlet
muito bom mas seria bem melhor se tivesse explicado os modos de uso .,4,2024-11-25 14:59:07,Quizlet
Um bom app,5,2024-11-25 12:10:43,Quizlet
Muito bom!,5,2024-11-25 11:52:49,Quizlet
Fácil de usar e bem dinâmico.,5,2024-11-25 10:00:05,Quizlet
"APP 1000, gravo tudinho com ele!!!",5,2024-11-25 09:47:09,Quizlet
Muito bom!,5,2024-11-25 09:23:32,Quizlet
Eu achei que era outro tipo de estudo,1,2024-11-25 08:15:54,Quizlet
"Gostei do aplicativo! Me ajudou a memorizar coisas em pouco tempo e deixando o aprendizado mais divertido. Eu só queria que tivesse uma opção de línguas:ex:português, inglês, espanhol e etc. Porque quando eu vou pesquisas questões aparece resposta de outra língua.",3,2024-11-25 07:06:18,Quizlet
é muito bom pra estudar,5,2024-11-25 01:07:57,Quizlet
Eu só tirei notas boas obg,5,2024-11-24 23:12:53,Quizlet
Ótimo! Me ajuda muito a estudar!,5,2024-11-24 22:55:03,Quizlet
"ainda estou testando porém posso dizer q ele ajuda muito as pessoas q não consegue memorizar as coisa nas aula, eu nunca entendi filosofia porém com esse app eu estou super por dentro desse assunto. recomendo muito!",4,2024-11-24 22:10:37,Quizlet
"gostei muito ques ele tem várias atividades e variações,mas,ainda estou meio perdida no app, e não vi um resumo do que eu estudei ,mas vou procurar melhor e também as coisas são meio soltas,que fica meio confuso, porém estou gostando bastante e ajuda bastante 😊",4,2024-11-24 22:09:11,Quizlet
Eu tô gostando muito,5,2024-11-24 22:06:09,Quizlet
muito bom.,5,2024-11-24 21:55:52,Quizlet
"Este aplicativo e muito bom, correspondente as expectativas",5,2024-11-24 21:38:14,Quizlet
é muito bom vc aprende se divertindo,5,2024-11-24 21:21:50,Quizlet
gostei do aplicativo muito bom só acho que o que é pago era para ser de graça,5,2024-11-24 20:57:23,Quizlet
Um ótima aplicativo me ajudou e me ajudou a memorizar as coisas mais rápido a manhã eu tenho prova e o aplicativo me ajudou bastante,5,2024-11-24 20:54:56,Quizlet
"Não gostei, não dá pra estudar direito",2,2024-11-24 20:34:27,Quizlet
Ele é ótimo tem vários jeitos de estudar só que o único problema é que se você acessar demais o modo de estudo depois ficará pago,4,2024-11-24 20:22:45,Quizlet
Maravilhoso para estudos,5,2024-11-24 19:38:09,Quizlet
Ele é muito bom amo estudar nele ❤️,5,2024-11-24 18:21:50,Quizlet
Eu dou a resposta correta. Mas dr uma forma completa. Como se estivesse respondendo uma prova. E ele fala que está errado. E dá a certa. Mas a certa dele consta tudo que falei na minha resposta. Só que a dele é curta e direta.,3,2024-11-24 17:56:00,Quizlet
"Não explica como mexer,tem que fazer uma conta para mexer ou seja não ajuda em nada",2,2024-11-24 17:47:50,Quizlet
eu adorei muito bom 👍 pra pessoa fazer todo dia pois desenvolve a inteligência,5,2024-11-24 17:00:03,Quizlet
Eu achei que é um excelente app👍👏😆,5,2024-11-24 15:24:13,Quizlet
o melhor app de todos que já experimentei para estudar . Salvou notas 🙌🏻💓,5,2024-11-24 15:20:21,Quizlet
Bom mais é pago 😐,4,2024-11-24 14:28:28,Quizlet
"O APP é bem bom, fiquei feliz que me adaptei a ele, assim como ele me ajudou a me fazer ficar mais de 3 hrs estudando skskzk",4,2024-11-24 14:19:51,Quizlet
"legal , mas às vezes não encontrei porque",5,2024-11-24 14:17:12,Quizlet
Perfeito!!!!,5,2024-11-24 14:01:36,Quizlet
Estou gostando muito,5,2024-11-24 12:19:33,Quizlet
muito bom,5,2024-11-24 10:20:28,Quizlet
"Tenho hoje a prova do instituto federal e ele está me ajudando muito a estudar, muito bom recomendo muito mesmo",5,2024-11-24 09:49:53,Quizlet
Orrivel não gostei,1,2024-11-24 08:57:33,Quizlet
muito bom,5,2024-11-24 08:54:15,Quizlet
"Ótimo aplicativo, bem explicativo e didático fácil de memorizar e bem atualizado, sou Técnica em enfermagem e os conteúdos tem tudo que preciso, super indico",5,2024-11-23 23:12:59,Quizlet
top,5,2024-11-23 22:59:45,Quizlet
"Muito lgl, ótimo método para aprender e decorar os flashcards💜💜💜",5,2024-11-23 22:50:15,Quizlet
esse aplicativo me ajuda muito nos estudos!!,5,2024-11-23 22:13:26,Quizlet
estou estudando por aqui e mtt rápido e prático mtttt bom 👍 recomendo,5,2024-11-23 22:08:17,Quizlet
"Eu amei aprender coreano nesse site, agora sei até escrever meu nome em coreano 임마누엘이",5,2024-11-23 20:32:45,Quizlet
"Minha avaliação foi 3 estrelas pois para mim não teve utilidade pelas coisas que eu pesquisei saibam que esse aplicativo é bem interessante mas para mim não ter utilidade como eu já havia dito recomendo muito apesar de eu não ter visto nenhuma utilidade qualquer coisa que você pesquisa tem um material de estudo perfeitinho para você estudar e lembrar das coisas que você estudou fora isso tem o modo gratuito e o modo pago eu optei pelo modo gratuito não sei como é eu pago, mais experiente ,valeu",3,2024-11-23 19:19:34,Quizlet
incrível,5,2024-11-23 19:17:55,Quizlet
eu amei de mais e mim ajudou muito,5,2024-11-23 18:34:11,Quizlet
É bom,5,2024-11-23 17:31:08,Quizlet
👍,5,2024-11-23 17:00:00,Quizlet
"Aprendi muito, bem legal de estudar",5,2024-11-23 16:21:57,Quizlet
"O aplicativo aparenta ser muito bom mas infelizmente me decepcionei porque eu fiquei horas fazendo uma grande revisão para a minha prova e só posso olhar em forma de flashcard se eu pagar e não tenho condições de pagar no momento É bem decepcionante porque parece que vários aplicativos só deixam estudar se tiver que pagar Eu fiz apenas um que realmente iria me ajudar e não consigo ver por esse motivo, pagar.",3,2024-11-23 16:08:52,Quizlet
Tá me ajudando muito,5,2024-11-23 15:53:27,Quizlet
"me ajuda muito a estudar, amei e eu aconselho a usar é muito bom!!!",5,2024-11-23 15:09:47,Quizlet
"Ótimo aplicativo, você aprende muito mais rápido e decora mais rápido também, só tenho elogios para esse aplicativo maravilhoso! Parabéns aos desenvolvedores!",5,2024-11-23 14:36:59,Quizlet
"É horrível,não consegui aprender nada,é tudo muito confuso!",1,2024-11-23 12:21:01,Quizlet
esse aplicativo é muito bom para estudar,5,2024-11-23 08:05:22,Quizlet
"O app está cobrando para usá-lo. informações dizem que o app é gratis com anúncios, porém estão me cobrando e me impossibilitando de usá-lo sem pagar. O app é gratis ou não?",1,2024-11-23 04:37:36,Quizlet
"O app é muito ruim difícil de mexer e não tem nenhum manual ensinando com mexer você pesquisar uma coisa e aparece outra , não tem nada a ver com as imagem que o app mostra totalmente diferente definitivamente não recomendo é mais fácil passar colando do que estudando por esse app",1,2024-11-22 22:01:46,Quizlet
muito bomm😍😍,5,2024-11-22 21:44:59,Quizlet
"Até agora não vi nenhum problema no app, achei um pouco complicado de achar algumas partes mais em um só dia já consegui entender o aplicativo. Eu tô entendo algumas coisas que antes eu não entendia de matéria",5,2024-11-22 20:00:27,Quizlet
MUITO BOM SLK TÔ NO 6 ANO E TA AJUDANDO DEMAIS,5,2024-11-22 18:41:09,Quizlet
Adorei 👏,5,2024-11-22 18:36:00,Quizlet
"me ajudou MT nos estudos, obrigado aí tmj.",5,2024-11-22 17:42:33,Quizlet
"Eu adorei este aplicativo, ajuda bastante a lembrar de conteúdos,aprender ou só praticar. Dou 4 estrelas porque tem alguns conteúdos com poucos termos...mas tirando isso eu recomendo demais",4,2024-11-22 16:32:45,Quizlet
não tem todos os temas explicados direitinho de forma com que eu aprenda,1,2024-11-22 15:19:17,Quizlet
Muito bom um app maravilhoso de se aprende,5,2024-11-22 11:38:26,Quizlet
muito bom pra estudar,5,2024-11-22 11:17:49,Quizlet
O apk e ótimo,5,2024-11-22 10:57:53,Quizlet
Me ajudou muito e ainda está ajudando nas provas e nos simulados da minha escola,5,2024-11-22 09:25:16,Quizlet
Muito bom,5,2024-11-22 01:24:04,Quizlet
Como usa,3,2024-11-21 23:07:56,Quizlet
"Muito Beneficiente e muito Legal 😎 , eu estava estudando ciências para eu tirar uma nota alta mas, eu não fiz meu trabalho então eu precisaria mesmo de estudar, então eu encontrei esse App, e gostei mesmo. Eu recomendo vocês instalarem.",5,2024-11-21 22:49:54,Quizlet
Eu estou amando o aplicativo é mto bom para estudar e tem muito conteúdo legal disponibilizado de graça. Não tem muitas propagandas então é mto bom!,5,2024-11-21 20:11:40,Quizlet
não consigo aprender nada com esse aplicativo muito ruim não gostei já vi muitos melhores te recomendo você não usar disse que é você ia se lembrar tintas coisas que existem pelo YouTube aí quando eu fui ver na verdade ninguém entra nada não gostei não recomendo para ninguém jogos de aplicativo muito ruim,1,2024-11-21 20:08:24,Quizlet
uma maravilhosa ferramenta de aprendizagem.,5,2024-11-21 18:24:53,Quizlet
muito bom tirei 10 na prova que fiz,5,2024-11-21 17:43:19,Quizlet
Muito bom perfeito ótimo para minha filha estudar amei,5,2024-11-21 14:14:49,Quizlet
"Eu estava estudando pelo caderno, refletindo tudo que estava grifado na apostila para ele e fazendo exercícios... Estava sendo cansativo, não por preguiça mas o fato de passar cinco horas pregado na cadeira de mal jeito reescrevendo mais de cinco páginas de resumo da apostila cansa, e no final não vale a pena... Decidi perguntar ao BING alguma sugestão pois estava com muita dor de cabeça preocupado com o simulado. Com isso, ele me recomendou esse aplicativo maravilhoso... Só perfeição!",5,2024-11-21 13:20:02,Quizlet
"ótimo pra estudar, me ajudou mt",5,2024-11-21 12:33:55,Quizlet
"Esse aplicativo é uma salvação para você que não está entendendo NADA da sua prova, ele transforma o aprendizado e estudo em uma coisa lúdica, Por isso a minha avaliação. Até minha professora gostou da iniciativa e sempre que faço manda para meus colegas, nota 10!",5,2024-11-21 10:10:23,Quizlet
"Estou amando o aplicativo, é muito bom ensina muito bem e nois rapidinho consegue decorar(opinião) Adorei!!",5,2024-11-21 09:48:14,Quizlet
bom demais,5,2024-11-21 08:07:37,Quizlet
"MT bom, me ajudou muito nos meus estudos, recomendo",5,2024-11-21 07:35:14,Quizlet
Eu amei este app porque ele me ajudou muito nas provas com os flashcards e recomendo muito eu tô no sexto ano e isso me ajudou muito mas dei 4 porque eu não gostei porque o recurso de avaliar só pode usar uma fez e é muito caro o recurso de pagar do Quizlet,4,2024-11-21 07:28:25,Quizlet
"Muito bom, bem dinâmico e de fácil utilização.",5,2024-11-21 05:22:29,Quizlet
"legalzinho, mas ainda precisa melhorar.",4,2024-11-21 04:21:32,Quizlet
excelente 👏😀,5,2024-11-20 21:55:46,Quizlet
"gostei mas eu acho que poderia ter mais coisas sobre o Saresp principalmente pra quem precisa, mas eu ameii",5,2024-11-20 21:38:51,Quizlet
"App muito bom, excelente qualidade incrível indico muito",5,2024-11-20 21:07:50,Quizlet
👍🏼,4,2024-11-20 20:50:19,Quizlet
ÓTIMOOOOOOOOOO,5,2024-11-20 18:48:13,Quizlet
"Ótimo app, me ajudou muito com uma maneira divertida e rápida como um jogo de competição, PARABÉNS para os desenvolvedores",5,2024-11-20 18:25:17,Quizlet
amo o APP amo ❤️ ❤️ ❤️,5,2024-11-20 18:14:04,Quizlet
ótima,2,2024-11-20 18:11:16,Quizlet
esse app é muito muito melhor do que o sant pouquíssimos celulares tem esse app (sant),5,2024-11-20 17:33:03,Quizlet
super recomendo 😃,5,2024-11-20 17:06:41,Quizlet
Amei muito bom❤️,5,2024-11-20 16:56:55,Quizlet
"Aplicativo incrível! Eu só gostaria que tivesse a opção de mudar os cartões de um grupo para o outro, seria perfeito! Mas dou 5 estrelas pq o aplicativo é muito bom.",5,2024-11-20 15:50:58,Quizlet
muito bom,5,2024-11-20 15:31:24,Quizlet
bem legal,5,2024-11-20 15:23:38,Quizlet
muito bom mas se for menor de idade precisa da autorização,5,2024-11-20 15:21:43,Quizlet
"Realmente me ajudou nas provas, esse app é excelente! :D",5,2024-11-20 15:05:38,Quizlet
muito bom,5,2024-11-20 15:02:47,Quizlet
Muito bom 😃😃,5,2024-11-20 14:14:13,Quizlet
ótimo eu simplesmente amei aconselho imstalar,5,2024-11-20 14:10:05,Quizlet
"amei de mais,estou aprendo tudo com muito mais facilidade",5,2024-11-20 13:34:24,Quizlet
Eu amei achei perfeito pra aprender 😘,5,2024-11-20 13:27:03,Quizlet
Muito bom esse aplicativo ele me ajudou muito eu tirei dez na prova com a ajuda do Quizlet!,5,2024-11-20 11:21:18,Quizlet
"Gostei do aplicativo. Achei que teria muitos anúncios e não têm muitos. Só acho esquisito a questão de quando vai responder as perguntas escrevendo, porque caso vc não coloque com as mesmas palavras que estava escrito, ele coloca como errado. Tipo, eu escrevi uma resposta, com palavras diferentes do que estava escrito anteriormente, mas estava certo e ele colocou como errado. Enfim, só isso me incomoda, de resto achei bacana.",3,2024-11-20 10:19:08,Quizlet
muito muito bom,5,2024-11-20 08:37:07,Quizlet
"simplesmente das galáxias, altíssimo padrão 👏🏽👏🏽👏🏽",5,2024-11-19 23:57:14,Quizlet
app maravilhoso e fácil de discernir,5,2024-11-19 22:59:36,Quizlet
"maravilhoso pra quem gosta de estudar, e não tem muito tempo é ótimo adoro super prático",5,2024-11-19 22:47:56,Quizlet
ótimo,5,2024-11-19 21:58:47,Quizlet
e muito bom mesmo,5,2024-11-19 21:45:38,Quizlet
ajuda muito mais não consegue achar o meu preciso até mas é um bom aplicativo,4,2024-11-19 21:40:49,Quizlet
Material muito bom para aumentar nossos conhecimentos.,5,2024-11-19 21:26:31,Quizlet
Funciona bem. É simples de preencher e tem varias opcoes de estudo para memorizar. Não consigo editar o card depois de pronto.,4,2024-11-19 14:58:44,Quizlet
eu sou gay minha vó tá de cama (ela ainda não acordou),5,2024-11-19 11:56:14,Quizlet
Muito bom me ajuda muito nos estudos.,5,2024-11-19 10:21:10,Quizlet
muito bom,5,2024-11-19 09:19:41,Quizlet
Perfeito para estudar com amigos,5,2024-11-19 07:08:57,Quizlet
muito bom para a aprendizagem,5,2024-11-19 06:43:03,Quizlet
show,5,2024-11-19 04:11:41,Quizlet
amei estou aprendendo muito,5,2024-11-19 03:22:14,Quizlet
muito bom.,5,2024-11-18 22:29:22,Quizlet
"meu celular travou e n me ajudou em nada,n tinha oq eu precisava,a tela n virava.",1,2024-11-18 21:57:33,Quizlet
"A quizlet é muito bom, o maneira de estudo como blast são muitos divertidos e fáceis de memorizar, só muda que aparece MUITO para você assinar o plano plus depois de toda atividade aparece o plano plus, isso não é agora TOMARA QUE A QUIZLET MUDE ISSO!!",4,2024-11-18 21:41:16,Quizlet
Muito bom para estudar,5,2024-11-18 21:35:57,Quizlet
excelente para estudo,5,2024-11-18 21:18:02,Quizlet
muito bom para quem quer estudar para concurso e prova . Eu como faço prova me ajudou bastante nas provas,5,2024-11-18 19:16:26,Quizlet
Muito bom! Aprendi muito,5,2024-11-18 19:14:52,Quizlet
trava toda hora,2,2024-11-18 17:48:35,Quizlet
Gostei muito,5,2024-11-18 15:34:56,Quizlet
Adoro usar esse app para estudar! Ele ajuda a memorizar as coisas muito mais rápido !!,4,2024-11-18 15:23:06,Quizlet
Então no começo o app era ótimo tirei boas notas com ele mas depois começou a travar e a não aparecer resultados .agora está péssimo dou duas estrelas porque no começo era bom,2,2024-11-18 14:46:34,Quizlet
nao esta funcionando,1,2024-11-18 14:31:47,Quizlet
muito bom sem anúncio,5,2024-11-18 14:06:18,Quizlet
Muito bom. A versão gratuita é excelente. Recomendo,5,2024-11-18 13:08:43,Quizlet
é muito bom aprender resumos nesse app o problema é que é muito bom,4,2024-11-18 13:05:33,Quizlet
MUITO BOM ME AJUDOU MUITO PRA PROVA VOU CONTINUAR USANDO,5,2024-11-18 12:59:21,Quizlet
é um bom aplicativo,5,2024-11-18 12:57:21,Quizlet
dar para estudar bem,5,2024-11-18 11:28:26,Quizlet
Muito bom!,5,2024-11-18 11:09:25,Quizlet
Muito bom,5,2024-11-18 10:59:56,Quizlet
não é bom,1,2024-11-18 10:08:00,Quizlet
amei,5,2024-11-18 09:32:53,Quizlet
Me ajudou demais para as minhas provas.,5,2024-11-18 09:14:35,Quizlet
Esse aplicativo é muito bom ele ajuda muito.,5,2024-11-18 08:42:46,Quizlet
Super incrível eu consigo aprender mil vezes mais rápido,5,2024-11-18 08:39:37,Quizlet
Perfeito pra estudar parabéns,5,2024-11-18 08:28:56,Quizlet
APP maravilhoso ótimo pra quem busca aprender de forma prática,5,2024-11-18 07:07:58,Quizlet
Excelente,5,2024-11-18 00:52:56,Quizlet
não gostei,1,2024-11-18 00:16:46,Quizlet
Gostei demais!!!,5,2024-11-17 23:26:38,Quizlet
"CARA EU AMO ESSE APP TIREI 9,5 EM ESPANHOL POR CAUSA DESSE APP BAIXEM PLMRDS",5,2024-11-17 23:20:22,Quizlet
"App muito bom, ótimo para provas de escola. A única coisa ruim é que a maioria das opções de letras e outras coisas tem que pagar. Estou usando gratuitamente e estou achando uma maravilha este aplicativo",4,2024-11-17 22:59:26,Quizlet
"ótimo app para estudo,tem diferentes línguas, matérias, tem mt conhecimento ,tem questões pra responder tem o avaliar q pode escolher entre resposta automática ou entre falso e verdadeiro e ver os resultados no final mt ótimo estão dê parabéns 👏👏eu super recomendo!!",5,2024-11-17 22:00:36,Quizlet
