texto,nota,data,app,sentimento,tamanho,palavras,ano_mes
amei Estou muito boa no emgues,4,2026-04-05 13:37:56,Duolingo,Positivo,30,6,2026-04
"Muito bom, um grande aplicativo para estudar para prova, recomendo.",5,2024-11-12 09:52:17,Quizlet,Positivo,67,10,2024-11
Até agora estou gostando!,5,2025-03-26 10:37:09,Babbel,Positivo,25,4,2025-03
Top 👊🏽,5,2022-07-19 16:53:47,Udemy,Positivo,6,2,2022-07
muito bom tirei dez wm ingles,5,2026-04-06 17:35:16,Duolingo,Positivo,29,6,2026-04
é muito bom para aprender inglês e você ainda pode aprender a jogar xadrez e outras coisas,5,2026-04-03 07:30:45,Duolingo,Positivo,90,17,2026-04
ótima plataforma,5,2026-04-06 11:17:29,Hotmart Sparkle,Positivo,16,2,2026-04
Excepcional!,5,2024-09-30 10:30:15,Photomath,Positivo,12,1,2024-09
"Perfeito, simplesmente perfeito, até os mínimos detalhes. Você sim meu amigo é o verdadeiro herói.",5,2023-10-14 22:37:50,Khan Academy,Positivo,98,15,2023-10
"Plataforma por acesso mobile não está logando, apresentando erro com e-mail ou senha. Acesso web funciona normalmente. Após correção reavaliarei.",4,2024-03-17 11:10:23,Udemy,Positivo,145,20,2024-03
"Um excelente aplicativo, ajuda bastante a fazer atividades de matemática! Amei ...",5,2024-12-12 16:48:14,Photomath,Positivo,82,12,2024-12
"Gosto pq não me deixa um dia sem aula, me manda notificação, tá sempre me ajudando a estudar",4,2026-04-05 16:44:18,Duolingo,Positivo,92,18,2026-04
Agora finalmente tem o modo escuro obrigado,4,2024-08-12 10:17:12,Google Classroom,Positivo,43,7,2024-08
muito bom 😊,5,2025-04-30 13:22:20,Quizlet,Positivo,11,3,2025-04
bom,5,2025-10-19 10:45:56,Quizlet,Positivo,3,1,2025-10
5 Estrelas. UniversoX1 no Google Obrigado,5,2023-10-18 11:39:24,Google Classroom,Positivo,41,6,2023-10
é bom .,5,2026-04-02 21:40:25,Duolingo,Positivo,7,3,2026-04
"super educativo e ensina muito bem,goodbay",5,2026-04-01 14:31:36,Duolingo,Positivo,42,6,2026-04
ótima,5,2026-03-24 23:57:42,Hotmart Sparkle,Positivo,5,1,2026-03
perfeito!,5,2024-03-17 09:45:07,Babbel,Positivo,9,1,2024-03
Muito bom!,5,2023-07-21 19:37:19,Udemy,Positivo,10,2,2023-07
muito excelente 👍🙏🏼,5,2026-03-14 17:39:17,Hotmart Sparkle,Positivo,19,3,2026-03
Umas das melhores plataformas de aprendizagem. Sempre tem um bom curso sobre o que você precisa aprender!,5,2023-05-24 15:04:27,Udemy,Positivo,105,17,2023-05
Demore tive boas experiências com os cursos do Diego D'Ávila. os cursos tem ótimo custo benefício.,5,2025-12-30 20:10:28,Udemy,Positivo,98,16,2025-12
ótimo!,5,2026-04-01 13:54:34,Duolingo,Positivo,6,1,2026-04
Ótimo!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,2025-02-24 18:20:02,Google Classroom,Positivo,35,1,2025-02
"Muito bom para aprender!!! Sempre indico aos meus alunos, o aplicativo e perfeito!!",5,2020-04-18 11:24:10,Khan Academy,Positivo,83,13,2020-04
"Achei Show de Bola! O Aplicativo oferece tudo de aprendizado, Eu estudei matemática e aprendi várias coisas, Passei de ano ainda por si só!! Os vídeos são ótimos, Aulas ótimas etc! Minha nota máxima! Turma: 6⁰ Ano (Estou no 7⁰ ano agora)",5,2026-03-25 08:26:32,Khan Academy,Positivo,237,42,2026-03
Divertido e leve,5,2026-04-01 14:29:03,Duolingo,Positivo,16,3,2026-04
gosto muito. É eficiente.,5,2026-03-30 13:19:43,Hotmart Sparkle,Positivo,25,4,2026-03
"Muito bom,agora está muito fácil estudar, amei esse aplicativo. Prático e rápido",5,2024-11-13 18:53:36,Quizlet,Positivo,80,12,2024-11
"é um pouco difícil, mas é ótimo pois é bem explicativo! adorei, é tão bom quanto Duolingo!",5,2025-12-16 12:36:50,Babbel,Positivo,90,17,2025-12
Quem que inventou esse negócio? Agora meu professor fica cobrando as atividades!,5,2023-11-30 15:18:54,Khan Academy,Positivo,80,12,2023-11
muito bom,5,2024-05-19 18:20:05,Babbel,Positivo,9,2,2024-05
amo vou aprender muito agora 💖😘,5,2026-04-04 07:22:32,Duolingo,Positivo,31,6,2026-04
Maravilhosa,5,2026-01-15 12:46:04,Hotmart Sparkle,Positivo,11,1,2026-01
"App muito seguro e fácil navegação,indico e estou amando os meus cursos!",5,2026-03-09 06:11:48,Hotmart Sparkle,Positivo,72,12,2026-03
ótima!,5,2025-10-27 16:49:44,Quizlet,Positivo,6,1,2025-10
"ótimo estou aprendendo demais mas só falta 1 coisa, não ser tão repetitivo. mas obrigada estou adorando ❤️😋",4,2026-04-03 12:19:01,Duolingo,Positivo,107,18,2026-04
muito prático,5,2024-04-25 17:08:21,Udemy,Positivo,13,2,2024-04
ótimo,5,2019-02-10 22:47:49,Khan Academy,Positivo,5,1,2019-02
GILVAN DA.SILVA.MORAES.,5,2023-06-05 09:20:28,Google Classroom,Positivo,23,2,2023-06
"muito bom o aplicativo, e ótimo a opção de deixar baixar.",5,2023-01-31 19:02:33,Udemy,Positivo,57,11,2023-01
divertida,5,2025-05-21 23:46:19,Quizlet,Positivo,9,1,2025-05
"Excelente! Mas estou tendo problemas para abrir os vídeos, não está mudando o layout.",4,2022-03-09 21:52:35,Khan Academy,Positivo,85,14,2022-03
"Ótima plataforma, oferece uma boa base de todos os conhecimentos",5,2020-02-18 14:26:16,Khan Academy,Positivo,64,10,2020-02
Bom,4,2024-05-22 15:51:54,Photomath,Positivo,3,1,2024-05
Muito bom.,5,2022-11-20 07:00:04,Udemy,Positivo,10,2,2022-11
Estou amando!,5,2022-12-12 21:56:39,Udemy,Positivo,13,2,2022-12
bom de aprender,5,2025-06-27 08:22:13,Babbel,Positivo,15,3,2025-06
"O melhor aplicativo para estudar, aulas bem didática. ótimo para quem busca aprender e melhorar o currículo.",5,2026-01-16 08:06:23,Udemy,Positivo,108,17,2026-01
melhorou meu aprendizado,5,2024-11-25 23:01:20,Quizlet,Positivo,24,3,2024-11
"ótima, aulas muito bem ensinadas",5,2026-01-15 09:17:13,Hotmart Sparkle,Positivo,32,5,2026-01
Muito bom,5,2021-03-26 11:23:46,Khan Academy,Positivo,9,2,2021-03
"está sendo de grande valia para instrução do ensino, parabéns a toda equipe.",5,2026-03-18 08:14:57,Hotmart Sparkle,Positivo,76,13,2026-03
app muito bom 👏,5,2026-02-26 20:37:07,Hotmart Sparkle,Positivo,15,4,2026-02
"aplicativo bem intuitivo, até agora não apresentou nenhum problema",5,2024-07-24 22:48:04,Udemy,Positivo,66,9,2024-07
FDP ARONBADO,5,2023-02-08 12:46:40,Google Classroom,Positivo,12,2,2023-02
adaptei muito bem com o aplicativo,4,2026-02-01 14:17:28,Hotmart Sparkle,Positivo,34,6,2026-02
estou adorando,5,2024-04-22 07:09:27,Babbel,Positivo,14,2,2024-04
o sistema de energia piorou muito o jogo,4,2026-04-06 14:13:00,Duolingo,Positivo,40,8,2026-04
gosto muito da facilidade de navegar,5,2026-03-11 19:55:15,Hotmart Sparkle,Positivo,36,6,2026-03
Boa,5,2024-02-02 08:23:16,Udemy,Positivo,3,1,2024-02
"a plataforma é excelente, podemos baixar e assistir de qualquer lugar.",5,2026-03-02 22:25:25,Hotmart Sparkle,Positivo,70,11,2026-03
ótimo aprendi muitas coisas é muito bom recomendo para todos as pessoas,5,2026-04-04 15:54:48,Duolingo,Positivo,71,12,2026-04
"Mto bom, só precisa melhorar o acesso aos arquivos anexos. Obrigado!",5,2023-08-27 14:13:29,Udemy,Positivo,68,11,2023-08
"muito bom, parabéns aos desenvolvedores👏👏",5,2026-04-03 18:24:24,Duolingo,Positivo,41,5,2026-04
muito bom super recomendo,5,2026-04-06 10:06:29,Duolingo,Positivo,25,4,2026-04
"a udemy é maravilhosa, curso muito bom só que estou tento dificuldade para fazer login usando o gmail que dificulta meus estudos",4,2025-06-21 12:17:22,Udemy,Positivo,128,22,2025-06
muito bom.,5,2024-11-23 19:12:21,Babbel,Positivo,10,2,2024-11
"a Marlene ensina muito bem, vó continuar vendo as aulas,eu aprendi bastante, estou amando.",5,2026-02-22 20:50:48,Hotmart Sparkle,Positivo,90,14,2026-02
"Eu gostei muito já faz 1 mês que estou utilizando o Photomath e já me ajudou nas aulas de matemática, eu uso ele para eu estudar pra prova e ajuda muito",5,2024-09-04 16:07:32,Photomath,Positivo,152,31,2024-09
Maravilhoso,5,2020-03-28 13:53:42,Khan Academy,Positivo,11,1,2020-03
Muito bom amei muito,5,2025-01-23 00:41:11,Quizlet,Positivo,20,4,2025-01
"muito bom incrível!,eu estou amando n tenho nenhuma reclamação para fazer sobre esse app",5,2025-05-08 05:30:02,Quizlet,Positivo,88,14,2025-05
achei o app muito bom estou aprendendo coreano e amei,4,2025-01-31 17:48:05,Quizlet,Positivo,53,10,2025-01
"faço minhas aulas e acho muito bom, esse aplicativo.",5,2026-03-02 15:48:45,Hotmart Sparkle,Positivo,52,9,2026-03
Ótimo para vc que tem dificuldade para aprender 😃,5,2024-11-12 07:01:31,Quizlet,Positivo,49,9,2024-11
ótimo plataforma,5,2026-02-26 09:48:34,Hotmart Sparkle,Positivo,16,2,2026-02
Parabéns excelente trabalho lindo Obrigado,5,2023-06-16 19:42:52,Khan Academy,Positivo,42,5,2023-06
muito bom ensina várias coisas diferentes,5,2026-04-03 08:48:57,Duolingo,Positivo,41,6,2026-04
"Segundo dia, segunda lição, até agora bem interessante o método de aprendizagem e revisão. Estou gostando.",5,2024-12-26 20:08:32,Babbel,Positivo,106,16,2024-12
Otimo vale a pena,5,2021-03-07 18:45:01,Khan Academy,Positivo,17,4,2021-03
"Muito bom, gosto muito!",5,2026-02-14 14:56:49,Hotmart Sparkle,Positivo,23,4,2026-02
VOCE PODE SAIR BEM NAS PROVAS DE TODAS AS MATERIAS,5,2022-04-17 09:17:16,Khan Academy,Positivo,50,10,2022-04
"aplicativo bom, mas seria melhor se pudesse dar zoom nas aulas",4,2024-07-15 15:00:52,Udemy,Positivo,62,11,2024-07
muito bom,5,2025-05-16 05:02:37,Photomath,Positivo,9,2,2025-05
muito bom,5,2026-02-15 15:03:18,Hotmart Sparkle,Positivo,9,2,2026-02
Ótimo apricativo para quem gosta de aprender de uma forma fácil e eficiente. Os dubladores são todos ótimos. O Wendel Bezerra é muito profissional como dublador.,5,2020-09-06 18:15:43,Khan Academy,Positivo,161,26,2020-09
me ajudou muito no inglês 😃,5,2026-04-05 09:19:59,Duolingo,Positivo,27,6,2026-04
Eu gostei mais antes era melhor e ainda eu tinha que fazer tudo denovo a mão pq eu quase errei tudo,4,2024-03-20 11:48:56,Photomath,Positivo,99,21,2024-03
Muito bom me ajuda muito nas tarefas de matemática,5,2024-05-15 18:01:15,Photomath,Positivo,50,9,2024-05
estou amando essa plataforma as aulas são top amei!,5,2026-01-28 08:33:26,Hotmart Sparkle,Positivo,51,9,2026-01
Me ajuda muito quando tenho dificuldade além de me ajudar passo a passo como fazer as contas 👍,5,2024-06-24 12:43:37,Photomath,Positivo,94,18,2024-06
Nota 1000,5,2022-07-04 11:44:52,Udemy,Positivo,9,2,2022-07
Tu não quis brotar né? tu não quis sentar né? Agr fala pra mim na cara de pau quer ser minha mulher 😒,5,2022-10-21 22:19:46,Google Classroom,Positivo,101,23,2022-10
muito bom,5,2024-11-15 09:49:06,Photomath,Positivo,9,2,2024-11
ótimo,5,2026-02-28 12:42:51,Hotmart Sparkle,Positivo,5,1,2026-02
perfeito,5,2026-04-02 01:16:53,Duolingo,Positivo,8,1,2026-04
muito bom,5,2026-01-28 22:03:34,Hotmart Sparkle,Positivo,9,2,2026-01
"Amei esse app. Podia ter mais materias, como história, geografia e português",5,2019-01-26 08:33:09,Khan Academy,Positivo,76,12,2019-01
Muito bom e útil,5,2024-11-30 14:47:24,Google Classroom,Positivo,16,4,2024-11
Excelente!,5,2023-11-23 13:37:36,Babbel,Positivo,10,1,2023-11
Bem legal,5,2023-03-10 13:56:03,Babbel,Positivo,9,2,2023-03
"o app é muito bom, simples de usar, intuitivo, acredito nunca ter travado. Quanto aos cursos, os que adquiri são de boa qualidade. recomendo",4,2023-07-12 23:06:40,Udemy,Positivo,140,24,2023-07
tem como ver quem caiu na sua sala nesse aplicativo??,5,2025-12-30 03:12:36,Google Classroom,Positivo,53,10,2025-12
tomara que Ele não me mate 🙌🏼,5,2026-04-05 12:49:23,Duolingo,Positivo,29,7,2026-04
muito bom,5,2026-03-22 21:56:16,Google Classroom,Positivo,9,2,2026-03
MUITO BOM!!!!!!,5,2025-09-10 19:58:02,Khan Academy,Positivo,15,2,2025-09
"ótimo ótimo ótimo, se vc quer aprender inglês ou conquistar outra língua, o duolinho pode te ensinar do zero, ou até sobre o mais difícil, instale, vc não se arrependerá 👍;-;",5,2026-04-02 19:42:11,Duolingo,Positivo,174,31,2026-04
"Ótimo, estou muito feliz com essa versão p celular",5,2024-03-16 10:33:40,Udemy,Positivo,50,9,2024-03
muito prático! e o melhor podemos comprar e vender! sensacional!!,5,2026-01-22 12:51:25,Hotmart Sparkle,Positivo,65,10,2026-01
"amei ele evolui muito com o Duolingo podem instalar sem medo ele é ótimo para quem quer aprender em inglês,espanhol e outras línguas !!!",5,2026-04-02 18:32:08,Duolingo,Positivo,136,24,2026-04
ótimo me ajudou muito,5,2019-02-26 18:04:07,Khan Academy,Positivo,21,4,2019-02
achei bom,5,2026-03-19 05:28:18,Hotmart Sparkle,Positivo,9,2,2026-03
Arrasou,5,2024-12-26 20:35:34,Photomath,Positivo,7,1,2024-12
"É uma plataforma de fácil acesso, comprei alguns curso e utilizo sempre, are o momento não tenho nenhum ponto negativo",5,2026-02-04 12:54:07,Hotmart Sparkle,Positivo,118,20,2026-02
Quando eu vou para minha escola eu vou ficar gêmea,5,2024-12-17 17:35:02,Quizlet,Positivo,50,10,2024-12
"muito bom, parece que agora vou aprender",5,2024-07-02 09:28:23,Babbel,Positivo,40,7,2024-07
Boaa,5,2023-08-31 19:09:13,Babbel,Positivo,4,1,2023-08
Gosto do Hotmart. É prático e intuitivo.,4,2026-03-13 14:04:23,Hotmart Sparkle,Positivo,40,7,2026-03
"excelente app, parabéns aos desenvolvedores",5,2025-12-06 13:49:37,Photomath,Positivo,43,5,2025-12
Esse aplicativo é muito bom! As perguntas são ótimas!!,5,2021-04-14 09:34:29,Khan Academy,Positivo,54,9,2021-04
"melhor aplicativo de idiomas que já usei, meu plano vivo me deu o brinde de poder escolher 5 línguas para aprender, se eu precisar aprender outra sei aonde investir, as lições tem informações importantes e são muito claras, sempre tive dificuldade em inglês por não ser derivado do latim e ser uma língua bem mais ""simples"" então o meu cérebro fica me dizendo que faltam conectivos, sendo que não faltam. Enfim está me ajudando muito, estou apaixonada, o melhor sem sombra de dúvidas 😍",5,2025-03-11 12:16:42,Babbel,Positivo,485,84,2025-03
Muito bom,5,2019-04-01 11:47:42,Khan Academy,Positivo,9,2,2019-04
"App perfeito,muito preciso e claro nas respostas😳😳😳",5,2024-03-18 14:33:37,Photomath,Positivo,51,7,2024-03
amei tô aprendendo muito,5,2026-04-03 00:05:49,Duolingo,Positivo,24,4,2026-04
😭😭😭😭😭😭😭😭,5,2023-04-11 19:57:05,Google Classroom,Positivo,8,1,2023-04
Esse aplicativo é muito bom,5,2020-04-29 11:37:03,Khan Academy,Positivo,27,5,2020-04
"Estou adorando, principalmente por ter uma interface bastante intuitiva e sem tantas ""firulas"".",5,2023-08-22 23:25:52,Babbel,Positivo,95,13,2023-08
Excelente aquisição!,5,2026-02-18 11:22:01,Hotmart Sparkle,Positivo,20,2,2026-02
"Esse app me deu depressão, leptospirose, raiva entre outras doenças mortais",5,2024-06-26 19:32:54,Khan Academy,Positivo,75,11,2024-06
muito bom esse aplicativo para estudar outras línguas só as vezes escreve errado mas tirando isso está ótimo para estudar recomendo muito,4,2024-12-11 09:43:47,Quizlet,Positivo,137,22,2024-12
"muito bom para fazer revisões rapidinhas, massa demais 👍",5,2025-04-26 05:48:23,Quizlet,Positivo,56,9,2025-04
"Obrigada pra quem fez esse app, ele é ótimo!! <3",5,2019-05-17 23:34:27,Khan Academy,Positivo,48,10,2019-05
"é um aplicativo muito bom, ajuda aprender muito rápido",5,2025-05-12 22:38:13,Babbel,Positivo,54,9,2025-05
muito bom me ajuda muito nos estudos,5,2024-03-23 17:04:07,Photomath,Positivo,36,7,2024-03
"muito bom , estou aprendendo a falar a língua da Turquia por que tenho um sonho de viajar para lá ❤️",5,2026-04-02 14:58:56,Duolingo,Positivo,100,21,2026-04
"Muito Bom, Agora posso falar com qualquer pessoa. Também estou arrasando na matéria de inglês na minha escola! Aprovado.",5,2026-04-01 22:14:46,Duolingo,Positivo,120,19,2026-04
"Muito bom, vídeo aulas bem interessantes",5,2018-10-22 16:37:20,Khan Academy,Positivo,40,6,2018-10
ótimo APP,5,2026-03-11 02:00:13,Hotmart Sparkle,Positivo,9,2,2026-03
Muito útil,5,2023-12-30 17:45:12,Google Classroom,Positivo,10,2,2023-12
"facilidade e agilidade , são os melhores recursos nesse app",5,2026-03-24 04:56:32,Hotmart Sparkle,Positivo,59,10,2026-03
"É bom, ajuda muito, mais ainda falta alguns recursos e ferramentas, os bugs ainda incomodam.",4,2024-04-27 10:13:22,Google Classroom,Positivo,92,15,2024-04
"É uma iniciativa muito nobre, que dá portunidade a muitas pessoas sem condições. Realmente um trabalho que têm que ser reconhecido e incentivado. Agradeço muito a vocês pelo empenho em prol da propagação do conhecimento.",5,2020-06-12 15:36:33,Khan Academy,Positivo,220,35,2020-06
"Muito bom, tem todas as matérias e ainda dá para criar seus próprios flashcards,tem simulados, até jogo de combinar par, muito bom. 1.000/10",4,2025-04-12 09:18:23,Quizlet,Positivo,140,23,2025-04
"Sou Aluno, e não estou conseguindo acessar a conta, na hora de digitar a senha o tlecado não entra, reinicie o aplicativo e desinstalei e instalei e continua. Mesma coisa.",5,2023-03-23 12:13:25,Udemy,Positivo,171,30,2023-03
"é ótimo porém meio complicado de usar, vocês podem melhorar isso.",4,2019-04-24 14:20:57,Khan Academy,Positivo,65,11,2019-04
"Muito bom, de fácil manuseio e acesso aos materiais de aulas.",5,2026-02-24 12:21:18,Hotmart Sparkle,Positivo,61,11,2026-02
Legal 😎 bom de mais ➕ Google Classroom é o app mais legal do mundo inteiro bom dimais Legal de mais eu amo esse app,5,2023-12-06 13:25:57,Google Classroom,Positivo,115,25,2023-12
"O aplicativo realmente ajuda muito no desenvolvimento de perguntas , equações etc .",5,2024-04-21 10:36:57,Photomath,Positivo,83,13,2024-04
"aplicativo excelente, o manuseio é bem simples e sem burocracias. agradeço",5,2026-03-13 19:06:39,Hotmart Sparkle,Positivo,74,11,2026-03
excelente,5,2025-01-22 15:16:12,Udemy,Positivo,9,1,2025-01
Como posso contribuir com o desenvolvimento do app?,5,2022-03-20 00:03:08,Khan Academy,Positivo,51,8,2022-03
"Melhor do que outros app de línguas estou adorando, sem anúncios e bem didático",5,2025-03-10 12:49:19,Babbel,Positivo,79,14,2025-03
Dá para aprender sem ser chato ou cansativo.,5,2025-08-24 10:02:49,Babbel,Positivo,44,8,2025-08
Monstro sagrado,5,2020-07-11 17:30:23,Khan Academy,Positivo,15,2,2020-07
Incrível aplicativo e ótimo para o aprendizado de idiomas. ❤️,5,2024-09-16 23:09:10,Babbel,Positivo,61,10,2024-09
"Excelente, muito interativo e inteligente!",5,2023-04-27 08:31:17,Babbel,Positivo,42,5,2023-04
"incrível 😍 Ele entregou tudo,de forma simples e rápida",5,2025-11-11 07:58:04,Photomath,Positivo,54,9,2025-11
muito bom,5,2025-04-24 00:01:52,Google Classroom,Positivo,9,2,2025-04
