texto,nota,data,app,sentimento,texto_preprocessado,texto_stemmed,texto_lemmatized
"aplicativo excelente, o manuseio é bem simples e sem burocracias. agradeço",5,2026-03-13 19:06:39,Hotmart Sparkle,Positivo,aplicativo excelente o manuseio é bem simples e sem burocracias agradeço,aplic excel manusei bem simpl burocrac agradeç,aplicativo excelente manuseio simples burocracia agradeço
excelente,5,2025-01-22 15:16:12,Udemy,Positivo,excelente,excel,excelente
Como posso contribuir com o desenvolvimento do app?,5,2022-03-20 00:03:08,Khan Academy,Positivo,como posso contribuir com o desenvolvimento do app,poss contribu desenvolv app,contribuir desenvolvimento app
"Melhor do que outros app de línguas estou adorando, sem anúncios e bem didático",5,2025-03-10 12:49:19,Babbel,Positivo,melhor do que outros app de línguas estou adorando sem anúncios e bem didático,melhor outr app língu ador anúnci bem didá,bom app língua adorar anúncio didático
Dá para aprender sem ser chato ou cansativo.,5,2025-08-24 10:02:49,Babbel,Positivo,dá para aprender sem ser chato ou cansativo,aprend chat cans,aprender chato cansativo
Monstro sagrado,5,2020-07-11 17:30:23,Khan Academy,Positivo,monstro sagrado,monstr sagr,monstro sagrado
Incrível aplicativo e ótimo para o aprendizado de idiomas. ❤️,5,2024-09-16 23:09:10,Babbel,Positivo,incrível aplicativo e ótimo para o aprendizado de idiomas ❤️,incr aplic ótim aprend idiom,incrível aplicativo bom aprendizado idioma
"Excelente, muito interativo e inteligente!",5,2023-04-27 08:31:17,Babbel,Positivo,excelente muito interativo e inteligente,excel inter intelig,excelente interativo inteligente
"incrível 😍 Ele entregou tudo,de forma simples e rápida",5,2025-11-11 07:58:04,Photomath,Positivo,incrível 😍 ele entregou tudode forma simples e rápida,incr entreg tudod form simpl rápid,incrível entregar tudode simples rápido
muito bom,5,2025-04-24 00:01:52,Google Classroom,Positivo,muito bom,bom,
"Estou no início, até agora está sendo muito bom",5,2026-02-20 11:57:11,Hotmart Sparkle,Positivo,estou no início até agora está sendo muito bom,iníci agor send bom,início ser
"o App é legal, uso ele desde 2017",5,2025-05-10 06:22:48,Photomath,Positivo,o app é legal uso ele desde,app legal uso desd,app legal uso
Excelente plataforma para estudos,5,2026-03-27 05:22:00,Hotmart Sparkle,Positivo,excelente plataforma para estudos,excel plataform estud,excelente plataforma estudo
"Eu não tenho o q reclamar, é mto bom p usar em qualquer dispositivo.",5,2026-03-04 09:06:50,Hotmart Sparkle,Positivo,eu não tenho o q reclamar é mto bom p usar em qualquer dispositivo,reclam mto bom us qualqu disposi,reclamar mto dispositivo
"ME AJUDOU SUPER, RECOMENDO SUPER",5,2024-03-02 23:19:35,Photomath,Positivo,me ajudou super recomendo super,ajud sup recom sup,ajudar super recomendo super
"Incrível.... além da resolução, traz a descrição de como se resolve. Espetacular!",5,2024-01-26 01:53:16,Photomath,Positivo,incrível além da resolução traz a descrição de como se resolve espetacular,incr além resoluç traz descr resolv espetacul,incrível resolução trazer descrição resolver espetacular
👍,5,2023-04-06 10:36:05,Google Classroom,Positivo,👍,,
"Este aplicativo é muito bom, tem me ajudado muito nos trabalhos...",5,2024-02-20 05:20:48,Photomath,Positivo,este aplicativo é muito bom tem me ajudado muito nos trabalhos,aplic bom ajud trabalh,aplicativo ajudar trabalho
O APP é ótimo para nos ajudar em nosso desenvolvimento intelectual. agente consegue conseguir com facilidade pagar nossos cursos e desenvolver os estudos. obrigada a Hotmart.,5,2026-03-01 21:01:11,Hotmart Sparkle,Positivo,o app é ótimo para nos ajudar em nosso desenvolvimento intelectual agente consegue conseguir com facilidade pagar nossos cursos e desenvolver os estudos obrigada a hotmart,app ótim ajud desenvolv intelect agent conseg consegu facil pag curs desenvolv estud obrig hotmart,app bom ajudar desenvolvimento intelectual agente conseguir conseguir facilidade pagar curso desenvolver estudo hotmart
"Estou gostando do aplicativo,está sendo eficiente e atendendo minhas expectativas",5,2026-04-03 08:43:51,Hotmart Sparkle,Positivo,estou gostando do aplicativoestá sendo eficiente e atendendo minhas expectativas,gost aplicativoest send efici atend expect,gostar aplicativoestar ser eficiente atender expectativa
fácil acesso !,5,2026-04-06 02:55:29,Hotmart Sparkle,Positivo,fácil acesso,fácil acess,fácil acesso
ótimo,5,2020-03-29 20:56:01,Khan Academy,Positivo,ótimo,ótim,bom
bem importante ter esse APP principalmente nos anos finais que tem muitas matérias do ano,5,2025-11-12 23:57:40,Google Classroom,Positivo,bem importante ter esse app principalmente nos anos finais que tem muitas matérias do ano,bem import ter app princip ano final muit matér ano,importante app principalmente ano final muito matéria ano
"Gosto muito deste app, pois está me ajudando muito na memorização de palavras em inglês.",5,2025-01-11 10:05:01,Quizlet,Positivo,gosto muito deste app pois está me ajudando muito na memorização de palavras em inglês,gost dest app poi ajud memor palavr ingl,gostar app ajudar memorização palavra inglês
perfeito,5,2025-04-04 19:18:51,Photomath,Positivo,perfeito,perfeit,perfeito
ele ensina muito bem 🤓☝️,5,2026-04-04 17:40:31,Duolingo,Positivo,ele ensina muito bem 🤓☝️,ensin bem 🤓☝️,ensinar
"O app é bom, mas, ultimamente, as notificações não estão chegando, somente quando eu abro o app, e isso está me prejudicando",4,2025-07-26 10:38:45,Google Classroom,Positivo,o app é bom mas ultimamente as notificações não estão chegando somente quando eu abro o app e isso está me prejudicando,app bom ultim notific cheg soment abr app prejudic,app ultimamente notificação chegar abrar app prejudicar
"É um ótimo aplicativo para estudar e praticar o seu idioma de preferência. Embora eu tenha começado recentemente, notei vários pontos positivos como a ausência de repetição desnecessária, diferentes dinâmicas e um estudo abrangente para ajudar cada vez mais a sua evolução linguística. Awesome!",5,2025-09-24 21:09:13,Babbel,Positivo,é um ótimo aplicativo para estudar e praticar o seu idioma de preferência embora eu tenha começado recentemente notei vários pontos positivos como a ausência de repetição desnecessária diferentes dinâmicas e um estudo abrangente para ajudar cada vez mais a sua evolução linguística awesome,ótim aplic estud pratic idiom prefer emb começ recent not vári pont posi aus repet desnecessár difer dinâm estud abrang ajud cad vez evoluç linguís awesom,bom aplicativo estudar praticar idioma preferência ter começar recentemente notar positivo ausência repetição desnecessário diferente dinâmica estudo abrangente ajudar evolução linguístico awesomer
muito boa,5,2026-04-06 07:49:43,Hotmart Sparkle,Positivo,muito boa,boa,
"Adorei os cursos tudo tem uma qualidade incrível, porém está nova atualização deixou o aplicativo bugado, mesmo minha Internet funcionando não carrega nada.😕",5,2023-01-23 12:59:33,Udemy,Positivo,adorei os cursos tudo tem uma qualidade incrível porém está nova atualização deixou o aplicativo bugado mesmo minha internet funcionando não carrega nada😕,ador curs tud qual incr porém nov atual deix aplic bug internet funcion carreg nada😕,adorar curso qualidade incrível atualização deixar aplicativo bugar Internet funcionar carregar
Aprendemos tão rápido...,5,2022-02-10 14:57:57,Khan Academy,Positivo,aprendemos tão rápido,aprend tão rápid,aprendemos rápido
muito divertido e muito aprendizado estou adorando,4,2026-04-06 14:15:27,Duolingo,Positivo,muito divertido e muito aprendizado estou adorando,divert aprend ador,divertido aprendizado adorar
amei ensina muito é muito bom tem aulas online etc. eu recomendo muito mesmo no Tem anúncios muito bom😊😀,5,2024-01-03 00:53:43,Babbel,Positivo,amei ensina muito é muito bom tem aulas online etc eu recomendo muito mesmo no tem anúncios muito bom😊😀,ame ensin bom aul onlin etc recom anúnci bom😊😀,ameir ensina aula online etc recomendar anúncio
Ótimo aplicação,5,2023-05-08 19:30:25,Babbel,Positivo,ótimo aplicação,ótim aplic,bom aplicação
"Excelente, aplicativo simples, dinâmico e ensina de uma maneira fácil.",5,2026-04-01 22:36:27,Duolingo,Positivo,excelente aplicativo simples dinâmico e ensina de uma maneira fácil,excel aplic simpl dinâm ensin man fácil,excelente aplicativo simples dinâmico ensina maneira fácil
top viu!! só achei o plano cara. poderia colocar uma Black aí pra gente. rs,5,2023-11-19 00:28:06,Babbel,Positivo,top viu só achei o plano cara poderia colocar uma black aí pra gente rs,top viu ach plan car pod coloc black pra gent,top ver achar plano car poder colocar black pra gente
É muito legal tem como você revisar o que você errar na prova tem como você estudar A Prova do Enem revisar outras línguas aprender mais coisas é isso muito legal recomendo muito,5,2025-04-16 15:36:07,Quizlet,Positivo,é muito legal tem como você revisar o que você errar na prova tem como você estudar a prova do enem revisar outras línguas aprender mais coisas é isso muito legal recomendo muito,legal revis err prov estud prov en revis outr língu aprend cois legal recom,legal revisar errar prova estudar prova enem revisar língua aprender coisa legal recomendo
Um excelente app.,5,2024-11-10 15:15:27,Udemy,Positivo,um excelente app,excel app,excelente app
E perfeito demais eu gostei muito,5,2024-11-17 12:15:27,Quizlet,Positivo,e perfeito demais eu gostei muito,perfeit demal gost,perfeito gostar
"Amo esse aplicativo, posso aprender vários idiomas ao mesmo tempo e de uma maneira muito fácil e divertida.",5,2026-04-03 15:32:25,Duolingo,Positivo,amo esse aplicativo posso aprender vários idiomas ao mesmo tempo e de uma maneira muito fácil e divertida,amo aplic poss aprend vári idiom temp man fácil divert,amo aplicativo aprender idioma maneira fácil divertir
Prático. Muito bom para estudar,5,2024-04-17 07:07:44,Khan Academy,Positivo,prático muito bom para estudar,prát bom estud,prático estudar
eu tenho aprendido muito tanto obrigada 🥰,5,2026-04-01 19:07:34,Duolingo,Positivo,eu tenho aprendido muito tanto obrigada 🥰,aprend tant obrig,aprender
está plataforma é muito boa ela ajuda as pessoas muito rápida,5,2026-04-04 12:25:02,Duolingo,Positivo,está plataforma é muito boa ela ajuda as pessoas muito rápida,plataform boa ajud pesso rápid,plataforma ajudar pessoa rápido
Não é ruim ele é bom,5,2024-04-15 12:19:44,Photomath,Positivo,não é ruim ele é bom,ruim bom,ruim
"excelente aplicativo, muito bem explicado",5,2026-02-10 08:22:20,Hotmart Sparkle,Positivo,excelente aplicativo muito bem explicado,excel aplic bem explic,excelente aplicativo explicar
"O app é maravilhoso, gostei muito de estudar matematica pro nono ano com o eduart do crepusculo, uma esperiencia sem igual kdjkdjdk",5,2022-02-10 14:14:52,Khan Academy,Positivo,o app é maravilhoso gostei muito de estudar matematica pro nono ano com o eduart do crepusculo uma esperiencia sem igual kdjkdjdk,app maravilh gost estud matema pro non ano eduart crepuscul esperienc igual kdjkdjdk,app maravilhoso gostar estudar matematico pro nono ano eduart crepusculo esperiencia igual kdjkdjdk
"Conteúdo muito bom, tem tudo q meu filho precisa para estudar.",5,2024-04-26 07:33:20,Khan Academy,Positivo,conteúdo muito bom tem tudo q meu filho precisa para estudar,conteúd bom tud filh precis estud,conteúdo filho precisar estudar
estou gostando muito mais se puder pegar mais pesado,5,2026-04-01 21:06:05,Duolingo,Positivo,estou gostando muito mais se puder pegar mais pesado,gost pud peg pes,gostar puder pesado
tâ mui bom,5,2022-11-10 02:08:51,Udemy,Positivo,tâ mui bom,mui bom,mui
"Ótimo suporte, toda empresa tem seus problemas, boas são aqueles que resolvem.",5,2023-02-28 17:31:41,Udemy,Positivo,ótimo suporte toda empresa tem seus problemas boas são aqueles que resolvem,ótim suport tod empr problem boa resolv,bom suporte empresa problema bom resolver
top,5,2026-03-03 20:34:58,Hotmart Sparkle,Positivo,top,top,top
"este aplicativo é perfeito, eu nunca tive acesso a um ensino de qualidade como este, e a Khan Academy pode proporcionar isso para mim, espero poder ajudar está instituição financeiramente quando eu tiver condições melhores,agradeço de verdade trazerem este conhecimento para nós que não temos muitas condições para arcar com uma uma educação de qualidade, vocês são demais e espero algum dia poder ajudar este time financeiramente.",5,2021-06-15 11:36:51,Khan Academy,Positivo,este aplicativo é perfeito eu nunca tive acesso a um ensino de qualidade como este e a khan academy pode proporcionar isso para mim espero poder ajudar está instituição financeiramente quando eu tiver condições melhoresagradeço de verdade trazerem este conhecimento para nós que não temos muitas condições para arcar com uma uma educação de qualidade vocês são demais e espero algum dia poder ajudar este time financeiramente,aplic perfeit nunc acess ensin qual khan academy pod proporc mim esper pod ajud institu finance cond melhoresagradeç verdad traz conhec muit cond arc educ qual demal esper algum dia pod ajud tim finance,aplicativo perfeito acesso ensino qualidade khan academy proporcionar eu esperar ajudar instituição financeiramente ter condição melhoresagradeço verdade trazer conhecimento muito condição arcar educação qualidade esperar algum dia ajudar time financeiramente
Muito legal!😘😍❤️💖,5,2021-01-06 15:36:20,Khan Academy,Positivo,muito legal😘😍❤️💖,legal😘😍❤️💖,legal
muito bom aprendo muito de uma forma divertida amei,5,2024-12-24 10:19:26,Quizlet,Positivo,muito bom aprendo muito de uma forma divertida amei,bom apr form divert ame,aprer divertido amei
muito bom,5,2026-02-27 09:06:48,Google Classroom,Positivo,muito bom,bom,
satisfatório,5,2023-03-03 19:25:53,Udemy,Positivo,satisfatório,satisfatóri,satisfatório
meu companheiro de estudos,5,2026-03-31 21:24:58,Duolingo,Positivo,meu companheiro de estudos,companh estud,companheiro estudo
"Além de te salvar na hora de fazer os trabalhos/atividades,ensina como se faz a conta.",5,2024-09-29 22:51:49,Photomath,Positivo,além de te salvar na hora de fazer os trabalhosatividadesensina como se faz a conta,além salv hor faz trabalhosatividadesensin faz cont,salvar hora trabalhosatividadesensinar conta
ótimo app.,4,2026-01-24 08:24:25,Hotmart Sparkle,Positivo,ótimo app,ótim app,bom app
"Bem mais intuitivo do que o site, pena que não dá pra estudar programação no cell e nem ver as medalhas. De resto, é 5 estrelas.",5,2025-02-26 02:32:33,Khan Academy,Positivo,bem mais intuitivo do que o site pena que não dá pra estudar programação no cell e nem ver as medalhas de resto é estrelas,bem intui sit pen pra estud program cell ver medalh rest estrel,intuitivo site pena pra estudar programação cell medalha resto estrela
O aplicativo funciona muito bem. É fácil e intuitivo de usar. Aparência limpa e muito fácil de acessar as aulas.,5,2023-05-03 15:53:51,Udemy,Positivo,o aplicativo funciona muito bem é fácil e intuitivo de usar aparência limpa e muito fácil de acessar as aulas,aplic func bem fácil intui us apar limp fácil acess aul,aplicativo funcionar fácil intuitivo aparência limpa fácil acessar aula
Ajuda você entender as contas que você não entende,5,2024-05-01 12:02:58,Photomath,Positivo,ajuda você entender as contas que você não entende,ajud entend cont entend,ajudar entender conta entender
